# Datetime (UTC)	T (°C)	P (hPa)	Humidity (%)
2020-04-10T00:10:00	1.7	1003.3	70.2
2020-04-10T00:20:00	1.6	1003.3	70.4
2020-04-10T00:30:00	1.5	1003.4	70.7
2020-04-10T00:40:00	1.3	1003.4	71.5
2020-04-10T00:50:00	1.2	1003.5	72.5
2020-04-10T01:00:00	1.0	1003.5	73.5
2020-04-10T01:10:00	0.8	1003.7	74.3
2020-04-10T01:20:00	0.5	1003.8	75.3
2020-04-10T01:30:00	0.4	1003.8	76.0
2020-04-10T01:40:00	0.3	1003.9	76.5
2020-04-10T01:50:00	0.0	1004.0	77.1
2020-04-10T02:00:00	-0.1	1004.1	77.9
2020-04-10T02:10:00	-0.3	1004.2	78.8
2020-04-10T02:20:00	-0.5	1004.2	79.2
2020-04-10T02:30:00	-0.6	1004.2	79.4
2020-04-10T02:40:00	-0.5	1004.2	78.5
2020-04-10T02:50:00	-0.5	1004.3	77.7
2020-04-10T03:00:00	-0.6	1004.5	78.4
2020-04-10T03:10:00	-0.7	1004.6	79.1
2020-04-10T03:20:00	-0.9	1004.6	79.1
2020-04-10T03:30:00	-1.5	1004.6	81.2
2020-04-10T03:40:00	-1.5	1004.6	81.8
2020-04-10T03:50:00	-1.3	1004.6	81.0
2020-04-10T04:00:00	-0.9	1004.7	79.8
2020-04-10T04:10:00	-0.6	1004.7	78.4
2020-04-10T04:20:00	-0.3	1004.9	77.1
2020-04-10T04:30:00	0.0	1005.0	75.4
2020-04-10T04:40:00	0.1	1005.0	73.7
2020-04-10T04:50:00	0.3	1005.1	72.0
2020-04-10T05:00:00	0.6	1005.3	70.3
2020-04-10T05:10:00	0.9	1005.4	68.0
2020-04-10T05:20:00	1.1	1005.4	65.3
2020-04-10T05:30:00	1.3	1005.4	63.1
2020-04-10T05:40:00	1.6	1005.4	61.8
2020-04-10T05:50:00	2.0	1005.4	61.9
2020-04-10T06:00:00	2.6	1005.4	59.4
2020-04-10T06:10:00	2.5	1005.5	58.3
2020-04-10T06:20:00	2.5	1005.7	57.6
2020-04-10T06:30:00	2.8	1005.8	56.3
2020-04-10T06:40:00	2.9	1005.8	56.4
2020-04-10T06:50:00	3.3	1005.8	54.5
2020-04-10T07:00:00	3.5	1005.8	53.1
2020-04-10T07:10:00	3.6	1005.8	53.6
2020-04-10T07:20:00	3.5	1005.8	52.5
2020-04-10T07:30:00	3.7	1005.8	51.6
2020-04-10T07:40:00	3.7	1005.8	49.3
2020-04-10T07:50:00	3.8	1005.8	48.5
2020-04-10T08:00:00	4.0	1006.0	48.6
2020-04-10T08:10:00	4.3	1006.1	47.5
2020-04-10T08:20:00	4.7	1006.1	46.6
2020-04-10T08:30:00	4.9	1006.2	44.5
2020-04-10T08:40:00	4.7	1006.2	43.3
2020-04-10T08:50:00	4.8	1006.1	42.7
2020-04-10T09:00:00	5.4	1006.2	42.7
2020-04-10T09:10:00	5.2	1006.2	40.3
2020-04-10T09:20:00	4.9	1006.2	40.8
2020-04-10T09:30:00	5.4	1006.2	40.3
2020-04-10T09:40:00	4.8	1006.2	40.3
2020-04-10T09:50:00	5.2	1006.2	39.5
2020-04-10T10:00:00	5.2	1006.2	40.2
2020-04-10T10:10:00	5.5	1006.2	41.4
2020-04-10T10:20:00	5.3	1006.2	42.0
2020-04-10T10:30:00	6.0	1006.2	42.0
2020-04-10T10:40:00	5.8	1006.2	41.8
2020-04-10T10:50:00	5.5	1006.2	43.5
2020-04-10T11:00:00	5.3	1006.2	42.4
2020-04-10T11:10:00	5.1	1006.2	41.9
2020-04-10T11:20:00	4.9	1006.2	42.2
2020-04-10T11:30:00	5.1	1006.2	42.6
2020-04-10T11:40:00	5.2	1006.3	39.3
2020-04-10T11:50:00	3.8	1006.6	51.6
2020-04-10T12:00:00	3.4	1006.7	52.7
2020-04-10T12:10:00	4.1	1006.6	49.2
2020-04-10T12:20:00	4.8	1006.3	42.1
2020-04-10T12:30:00	5.5	1006.3	40.1
2020-04-10T12:40:00	5.1	1006.3	42.0
2020-04-10T12:50:00	5.1	1006.3	39.4
2020-04-10T13:00:00	5.1	1006.4	41.6
2020-04-10T13:10:00	4.9	1006.4	39.3
2020-04-10T13:20:00	5.2	1006.4	39.4
2020-04-10T13:30:00	5.6	1006.2	40.6
2020-04-10T13:40:00	5.3	1006.4	39.1
2020-04-10T13:50:00	4.7	1006.5	37.4
2020-04-10T14:00:00	4.4	1006.5	40.6
2020-04-10T14:10:00	4.7	1006.5	40.3
2020-04-10T14:20:00	4.2	1006.5	39.8
2020-04-10T14:30:00	4.2	1006.6	40.8
2020-04-10T14:40:00	4.7	1006.6	39.7
2020-04-10T14:50:00	4.3	1006.7	40.1
2020-04-10T15:00:00	4.3	1006.6	40.7
2020-04-10T15:10:00	4.0	1006.6	39.9
2020-04-10T15:20:00	3.8	1006.6	41.5
2020-04-10T15:30:00	3.8	1006.7	41.7
2020-04-10T15:40:00	3.7	1006.7	41.9
2020-04-10T15:50:00	4.0	1006.7	41.2
2020-04-10T16:00:00	4.2	1006.6	39.9
2020-04-10T16:10:00	4.5	1006.6	38.1
2020-04-10T16:20:00	4.3	1006.7	38.3
2020-04-10T16:30:00	4.0	1006.7	38.8
2020-04-10T16:40:00	3.6	1006.9	41.1
2020-04-10T16:50:00	3.3	1006.9	40.7
2020-04-10T17:00:00	3.0	1007.0	40.4
2020-04-10T17:10:00	2.4	1007.0	41.5
2020-04-10T17:20:00	1.8	1007.0	42.3
2020-04-10T17:30:00	1.7	1007.0	42.7
2020-04-10T17:40:00	1.5	1007.0	43.5
2020-04-10T17:50:00	1.3	1007.0	45.2
2020-04-10T18:00:00	1.0	1007.0	46.4
2020-04-10T18:10:00	0.9	1007.0	48.2
2020-04-10T18:20:00	0.6	1007.0	48.6
2020-04-10T18:30:00	0.2	1007.0	49.9
2020-04-10T18:40:00	-0.1	1007.0	55.6
2020-04-10T18:50:00	-0.3	1007.0	54.0
2020-04-10T19:00:00	0.1	1007.0	53.6
2020-04-10T19:10:00	-0.3	1007.0	55.5
2020-04-10T19:20:00	-0.1	1007.0	56.0
2020-04-10T19:30:00	0.0	1007.0	58.0
2020-04-10T19:40:00	-0.3	1007.0	61.2
2020-04-10T19:50:00	-0.1	1007.0	57.3
2020-04-10T20:00:00	0.1	1007.0	57.9
2020-04-10T20:10:00	-0.3	1007.0	61.4
2020-04-10T20:20:00	-0.4	1007.0	61.8
2020-04-10T20:30:00	-0.4	1007.0	60.9
2020-04-10T20:40:00	-0.7	1007.0	63.4
2020-04-10T20:50:00	-0.6	1007.0	64.4
2020-04-10T21:00:00	-0.6	1007.0	65.6
2020-04-10T21:10:00	-0.3	1007.1	63.0
2020-04-10T21:20:00	-0.2	1007.1	65.8
2020-04-10T21:30:00	0.0	1007.3	66.1
2020-04-10T21:40:00	0.3	1007.3	66.0
2020-04-10T21:50:00	0.5	1007.4	68.4
2020-04-10T22:00:00	0.4	1007.5	75.1
2020-04-10T22:10:00	0.3	1007.5	79.2
2020-04-10T22:20:00	0.0	1007.7	83.1
2020-04-10T22:30:00	-0.1	1007.7	85.5
2020-04-10T22:40:00	0.0	1007.8	86.3
2020-04-10T22:50:00	-0.1	1007.8	86.6
2020-04-10T23:00:00	0.0	1007.9	86.6
2020-04-10T23:10:00	0.0	1007.9	86.6
2020-04-10T23:20:00	-0.1	1007.9	86.8
2020-04-10T23:30:00	-0.1	1008.1	87.0
2020-04-10T23:40:00	-0.3	1008.1	87.0
2020-04-10T23:50:00	-0.4	1008.2	86.5
2020-04-11T00:00:00	-0.6	1008.2	86.0
2020-04-11T00:10:00	-0.7	1008.3	86.1
2020-04-11T00:20:00	-0.8	1008.3	86.7
2020-04-11T00:30:00	-0.9	1008.3	87.0
2020-04-11T00:40:00	-1.0	1008.5	87.2
2020-04-11T00:50:00	-1.1	1008.6	87.1
2020-04-11T01:00:00	-1.2	1008.6	87.2
2020-04-11T01:10:00	-1.2	1008.9	87.3
2020-04-11T01:20:00	-1.3	1008.9	87.2
2020-04-11T01:30:00	-1.3	1009.0	86.8
2020-04-11T01:40:00	-1.5	1009.0	86.9
2020-04-11T01:50:00	-1.6	1009.0	87.1
2020-04-11T02:00:00	-1.7	1009.1	87.3
2020-04-11T02:10:00	-1.8	1009.4	87.6
2020-04-11T02:20:00	-1.9	1009.4	87.8
2020-04-11T02:30:00	-2.0	1009.4	87.9
2020-04-11T02:40:00	-2.2	1009.5	88.0
2020-04-11T02:50:00	-2.2	1009.7	88.2
2020-04-11T03:00:00	-2.3	1009.8	88.3
2020-04-11T03:10:00	-2.3	1009.8	88.2
2020-04-11T03:20:00	-2.4	1009.8	88.2
2020-04-11T03:30:00	-2.4	1009.8	88.2
2020-04-11T03:40:00	-2.4	1009.9	88.3
2020-04-11T03:50:00	-2.4	1009.9	88.2
2020-04-11T04:00:00	-2.2	1009.9	88.5
2020-04-11T04:10:00	-1.6	1010.1	87.6
2020-04-11T04:20:00	-1.1	1010.1	83.1
2020-04-11T04:30:00	-1.2	1010.1	81.4
2020-04-11T04:40:00	-1.0	1010.1	79.6
2020-04-11T04:50:00	-0.6	1010.2	78.6
2020-04-11T05:00:00	-0.4	1010.2	77.4
2020-04-11T05:10:00	0.0	1010.2	75.5
2020-04-11T05:20:00	0.2	1010.2	74.8
2020-04-11T05:30:00	0.6	1010.2	73.6
2020-04-11T05:40:00	0.7	1010.2	70.9
2020-04-11T05:50:00	0.9	1010.2	71.4
2020-04-11T06:00:00	1.0	1010.2	69.1
2020-04-11T06:10:00	1.3	1010.2	67.9
2020-04-11T06:20:00	1.3	1010.2	66.8
2020-04-11T06:30:00	1.8	1010.2	63.8
2020-04-11T06:40:00	1.9	1010.2	59.9
2020-04-11T06:50:00	2.5	1010.2	61.2
2020-04-11T07:00:00	2.6	1010.2	59.2
2020-04-11T07:10:00	3.4	1010.3	58.3
2020-04-11T07:20:00	2.4	1010.3	58.4
2020-04-11T07:30:00	2.5	1010.3	57.8
2020-04-11T07:40:00	2.8	1010.3	58.8
2020-04-11T07:50:00	2.9	1010.3	59.6
2020-04-11T08:00:00	3.2	1010.3	58.4
2020-04-11T08:10:00	3.7	1010.3	56.3
2020-04-11T08:20:00	4.2	1010.3	54.6
2020-04-11T08:30:00	4.5	1010.3	52.4
2020-04-11T08:40:00	4.7	1010.4	51.3
2020-04-11T08:50:00	4.9	1010.4	51.2
2020-04-11T09:00:00	4.7	1010.5	52.8
2020-04-11T09:10:00	4.2	1010.6	52.4
2020-04-11T09:20:00	4.3	1010.6	53.5
2020-04-11T09:30:00	4.3	1010.6	52.6
2020-04-11T09:40:00	5.2	1010.6	52.1
2020-04-11T09:50:00	5.0	1010.5	51.2
2020-04-11T10:00:00	5.5	1010.2	48.7
2020-04-11T10:10:00	5.1	1010.5	50.8
2020-04-11T10:20:00	5.6	1010.4	50.4
2020-04-11T10:30:00	4.8	1010.7	52.2
2020-04-11T10:40:00	1.4	1011.0	71.7
2020-04-11T10:50:00	1.1	1011.0	78.0
2020-04-11T11:00:00	1.4	1011.0	73.3
2020-04-11T11:10:00	2.0	1011.3	72.3
2020-04-11T11:20:00	2.5	1011.4	67.3
2020-04-11T11:30:00	2.0	1011.4	67.2
2020-04-11T11:40:00	2.2	1011.4	72.4
2020-04-11T11:50:00	3.0	1011.2	67.0
2020-04-11T12:00:00	3.3	1011.1	64.7
2020-04-11T12:10:00	4.4	1011.0	59.0
2020-04-11T12:20:00	4.7	1011.0	55.1
2020-04-11T12:30:00	5.6	1011.0	52.6
2020-04-11T12:40:00	5.8	1011.0	53.5
2020-04-11T12:50:00	4.7	1011.3	56.6
2020-04-11T13:00:00	3.5	1011.4	61.8
2020-04-11T13:10:00	4.0	1011.3	60.1
2020-04-11T13:20:00	4.8	1011.2	55.0
2020-04-11T13:30:00	5.0	1011.1	51.7
2020-04-11T13:40:00	5.1	1011.0	50.3
2020-04-11T13:50:00	4.6	1011.1	49.6
2020-04-11T14:00:00	4.3	1011.3	53.3
2020-04-11T14:10:00	4.1	1011.4	58.1
2020-04-11T14:20:00	4.5	1011.4	58.3
2020-04-11T14:30:00	3.8	1011.7	58.0
2020-04-11T14:40:00	4.3	1011.5	58.4
2020-04-11T14:50:00	3.6	1011.7	60.7
2020-04-11T15:00:00	3.5	1011.8	64.6
2020-04-11T15:10:00	3.8	1011.8	64.9
2020-04-11T15:20:00	3.5	1011.9	63.8
2020-04-11T15:30:00	3.3	1011.9	66.4
2020-04-11T15:40:00	3.6	1011.9	62.4
2020-04-11T15:50:00	3.3	1011.9	55.5
2020-04-11T16:00:00	3.5	1011.9	55.8
2020-04-11T16:10:00	3.6	1012.1	54.5
2020-04-11T16:20:00	3.7	1012.2	53.6
2020-04-11T16:30:00	3.3	1012.2	54.1
2020-04-11T16:40:00	3.2	1012.2	54.3
2020-04-11T16:50:00	2.9	1012.2	57.3
2020-04-11T17:00:00	2.5	1012.3	58.8
2020-04-11T17:10:00	2.3	1012.3	57.7
2020-04-11T17:20:00	1.9	1012.4	57.9
2020-04-11T17:30:00	1.2	1012.5	58.5
2020-04-11T17:40:00	1.0	1012.5	60.8
2020-04-11T17:50:00	0.5	1012.5	66.1
2020-04-11T18:00:00	0.0	1012.6	72.5
2020-04-11T18:10:00	-0.1	1012.7	68.1
2020-04-11T18:20:00	-0.2	1012.9	73.8
2020-04-11T18:30:00	-0.7	1012.7	75.3
2020-04-11T18:40:00	-1.2	1012.9	73.7
2020-04-11T18:50:00	-1.3	1012.9	75.6
2020-04-11T19:00:00	-1.5	1012.9	76.3
2020-04-11T19:10:00	-1.6	1012.7	80.3
2020-04-11T19:20:00	-1.8	1012.7	82.4
2020-04-11T19:30:00	-2.0	1012.7	84.6
2020-04-11T19:40:00	-1.9	1012.9	84.8
2020-04-11T19:50:00	-2.0	1012.8	84.3
2020-04-11T20:00:00	-2.1	1012.9	84.2
2020-04-11T20:10:00	-2.3	1012.9	84.7
2020-04-11T20:20:00	-2.3	1012.9	85.2
2020-04-11T20:30:00	-2.4	1012.9	85.4
2020-04-11T20:40:00	-2.5	1012.9	86.0
2020-04-11T20:50:00	-2.5	1012.9	86.2
2020-04-11T21:00:00	-2.5	1012.9	86.5
2020-04-11T21:10:00	-2.7	1012.9	86.6
2020-04-11T21:20:00	-2.9	1012.9	86.8
2020-04-11T21:30:00	-2.9	1012.9	86.9
2020-04-11T21:40:00	-2.9	1012.7	86.9
2020-04-11T21:50:00	-3.0	1012.8	87.0
2020-04-11T22:00:00	-3.1	1012.7	87.0
2020-04-11T22:10:00	-3.3	1012.7	87.1
2020-04-11T22:20:00	-3.3	1012.7	87.3
2020-04-11T22:30:00	-3.4	1012.6	87.2
2020-04-11T22:40:00	-3.4	1012.6	87.2
2020-04-11T22:50:00	-3.5	1012.6	87.2
2020-04-11T23:00:00	-3.5	1012.6	87.4
2020-04-11T23:10:00	-3.6	1012.6	87.4
2020-04-11T23:20:00	-3.8	1012.5	87.6
2020-04-11T23:30:00	-3.8	1012.3	87.9
2020-04-11T23:40:00	-3.9	1012.3	87.6
2020-04-11T23:50:00	-4.0	1012.3	87.7
2020-04-12T00:00:00	-3.9	1012.2	87.8
2020-04-12T00:10:00	-4.0	1012.2	87.4
2020-04-12T00:20:00	-4.1	1012.2	87.5
2020-04-12T00:30:00	-4.1	1012.2	87.9
2020-04-12T00:40:00	-4.0	1012.2	87.2
2020-04-12T00:50:00	-4.2	1012.1	87.0
2020-04-12T01:00:00	-4.4	1012.1	87.1
2020-04-12T01:10:00	-4.7	1012.1	88.0
2020-04-12T01:20:00	-4.5	1011.9	88.2
2020-04-12T01:30:00	-4.6	1011.9	87.7
2020-04-12T01:40:00	-4.4	1011.8	87.8
2020-04-12T01:50:00	-4.2	1011.8	86.9
2020-04-12T02:00:00	-4.2	1011.8	86.6
2020-04-12T02:10:00	-4.3	1011.7	86.8
2020-04-12T02:20:00	-4.3	1011.4	87.0
2020-04-12T02:30:00	-4.3	1011.4	86.9
2020-04-12T02:40:00	-4.3	1011.3	87.1
2020-04-12T02:50:00	-4.2	1011.1	87.5
2020-04-12T03:00:00	-4.1	1011.0	87.0
2020-04-12T03:10:00	-3.9	1011.0	86.9
2020-04-12T03:20:00	-3.8	1010.9	86.9
2020-04-12T03:30:00	-3.7	1010.7	86.5
2020-04-12T03:40:00	-3.5	1010.6	84.7
2020-04-12T03:50:00	-3.3	1010.6	83.7
2020-04-12T04:00:00	-3.0	1010.5	82.1
2020-04-12T04:10:00	-2.4	1010.3	80.8
2020-04-12T04:20:00	-2.2	1010.2	80.5
2020-04-12T04:30:00	-2.0	1010.2	80.8
2020-04-12T04:40:00	-1.6	1010.1	80.7
2020-04-12T04:50:00	-1.4	1009.9	80.7
2020-04-12T05:00:00	-0.6	1009.8	78.7
2020-04-12T05:10:00	-0.1	1009.8	76.9
2020-04-12T05:20:00	0.3	1009.7	75.0
2020-04-12T05:30:00	0.7	1009.6	74.7
2020-04-12T05:40:00	1.2	1009.4	72.6
2020-04-12T05:50:00	1.6	1009.1	70.8
2020-04-12T06:00:00	1.8	1009.0	68.5
2020-04-12T06:10:00	2.1	1009.0	66.8
2020-04-12T06:20:00	2.5	1008.9	65.4
2020-04-12T06:30:00	2.8	1008.6	64.2
2020-04-12T06:40:00	3.0	1008.6	64.0
2020-04-12T06:50:00	3.2	1008.6	63.4
2020-04-12T07:00:00	3.3	1008.3	63.1
2020-04-12T07:10:00	3.3	1008.2	63.5
2020-04-12T07:20:00	3.3	1008.1	62.8
2020-04-12T07:30:00	3.4	1007.9	63.0
2020-04-12T07:40:00	3.5	1007.7	61.7
2020-04-12T07:50:00	3.5	1007.5	60.9
2020-04-12T08:00:00	3.5	1007.4	58.6
2020-04-12T08:10:00	3.6	1007.4	57.9
2020-04-12T08:20:00	3.7	1007.3	57.3
2020-04-12T08:30:00	3.6	1007.0	57.3
2020-04-12T08:40:00	3.4	1006.9	57.9
2020-04-12T08:50:00	3.2	1006.7	59.8
2020-04-12T09:00:00	3.1	1006.6	62.3
2020-04-12T09:10:00	3.1	1006.2	62.4
2020-04-12T09:20:00	3.2	1006.1	63.0
2020-04-12T09:30:00	3.0	1005.8	64.7
2020-04-12T09:40:00	3.0	1005.4	64.8
2020-04-12T09:50:00	2.9	1005.3	67.3
2020-04-12T10:00:00	2.5	1004.9	71.2
2020-04-12T10:10:00	2.4	1004.6	75.0
2020-04-12T10:20:00	2.5	1004.3	77.6
2020-04-12T10:30:00	2.5	1003.9	77.1
2020-04-12T10:40:00	2.4	1003.5	79.6
2020-04-12T10:50:00	2.2	1003.3	80.7
2020-04-12T11:00:00	2.2	1003.0	82.4
2020-04-12T11:10:00	2.0	1002.6	83.6
2020-04-12T11:20:00	1.8	1002.5	85.4
2020-04-12T11:30:00	1.7	1002.1	86.4
2020-04-12T11:40:00	1.5	1001.8	87.2
2020-04-12T11:50:00	1.4	1001.8	87.6
2020-04-12T12:00:00	1.2	1001.6	88.1
2020-04-12T12:10:00	0.9	1001.4	88.6
2020-04-12T12:20:00	0.8	1001.0	89.3
2020-04-12T12:30:00	1.2	1000.9	89.4
2020-04-12T12:40:00	1.4	1000.5	89.1
2020-04-12T12:50:00	1.6	1000.2	88.8
2020-04-12T13:00:00	1.9	999.8	88.5
2020-04-12T13:10:00	2.0	999.8	87.9
2020-04-12T13:20:00	2.0	999.5	88.2
2020-04-12T13:30:00	2.2	999.1	87.4
2020-04-12T13:40:00	2.3	999.0	87.4
2020-04-12T13:50:00	2.4	998.8	87.3
2020-04-12T14:00:00	2.4	998.5	87.0
2020-04-12T14:10:00	2.4	998.2	87.2
2020-04-12T14:20:00	2.6	997.9	86.7
2020-04-12T14:30:00	2.7	997.8	86.5
2020-04-12T14:40:00	2.7	997.4	86.6
2020-04-12T14:50:00	2.5	997.3	87.0
2020-04-12T15:00:00	2.5	997.0	87.0
2020-04-12T15:10:00	2.4	996.6	87.1
2020-04-12T15:20:00	2.3	996.6	87.3
2020-04-12T15:30:00	2.2	996.4	87.6
2020-04-12T15:40:00	2.2	996.2	87.6
2020-04-12T15:50:00	2.3	995.9	87.5
2020-04-12T16:00:00	2.3	995.7	87.4
2020-04-12T16:10:00	2.3	995.4	88.1
2020-04-12T16:20:00	2.3	995.0	88.1
2020-04-12T16:30:00	2.4	995.0	88.3
2020-04-12T16:40:00	2.5	994.6	88.5
2020-04-12T16:50:00	2.6	994.4	88.4
2020-04-12T17:00:00	2.6	994.2	88.5
2020-04-12T17:10:00	2.7	993.8	88.2
2020-04-12T17:20:00	2.8	993.7	88.3
2020-04-12T17:30:00	2.9	993.2	88.6
2020-04-12T17:40:00	3.0	993.3	88.7
2020-04-12T17:50:00	3.2	992.9	88.9
2020-04-12T18:00:00	3.4	992.9	88.8
2020-04-12T18:10:00	3.5	992.5	88.3
2020-04-12T18:20:00	3.7	992.5	87.4
2020-04-12T18:30:00	3.8	992.2	87.3
2020-04-12T18:40:00	3.7	992.1	87.7
2020-04-12T18:50:00	3.7	991.8	88.4
2020-04-12T19:00:00	3.8	991.8	88.2
2020-04-12T19:10:00	3.9	991.7	87.9
2020-04-12T19:20:00	4.0	991.4	87.5
2020-04-12T19:30:00	4.1	991.3	87.2
2020-04-12T19:40:00	4.1	991.2	87.3
2020-04-12T19:50:00	4.2	991.0	87.2
2020-04-12T20:00:00	4.3	990.8	87.1
2020-04-12T20:10:00	4.3	990.4	87.2
2020-04-12T20:20:00	4.2	990.2	87.6
2020-04-12T20:30:00	4.3	990.2	87.1
2020-04-12T20:40:00	4.3	990.1	87.1
2020-04-12T20:50:00	4.4	989.8	86.6
2020-04-12T21:00:00	4.3	989.7	86.7
2020-04-12T21:10:00	4.3	989.4	87.1
2020-04-12T21:20:00	4.3	989.4	87.0
2020-04-12T21:30:00	4.4	989.0	87.0
2020-04-12T21:40:00	4.4	988.9	86.8
2020-04-12T21:50:00	4.5	988.7	87.0
2020-04-12T22:00:00	4.5	988.6	86.7
2020-04-12T22:10:00	4.6	988.6	86.5
2020-04-12T22:20:00	4.7	988.0	86.0
2020-04-12T22:30:00	4.7	988.0	85.8
2020-04-12T22:40:00	4.8	987.8	85.2
2020-04-12T22:50:00	4.9	987.6	84.5
2020-04-12T23:00:00	4.8	987.3	84.6
2020-04-12T23:10:00	4.8	987.1	84.4
2020-04-12T23:20:00	4.9	986.9	84.1
2020-04-12T23:30:00	4.9	986.7	84.6
2020-04-12T23:40:00	4.9	986.6	84.9
2020-04-12T23:50:00	4.8	986.2	85.8
2020-04-13T00:00:00	4.8	985.9	86.2
2020-04-13T00:10:00	4.7	985.9	86.9
2020-04-13T00:20:00	4.8	985.8	86.7
2020-04-13T00:30:00	4.8	985.4	86.8
2020-04-13T00:40:00	4.8	985.1	86.9
2020-04-13T00:50:00	4.9	984.6	85.7
2020-04-13T01:00:00	5.1	984.2	84.6
2020-04-13T01:10:00	5.2	984.3	83.3
2020-04-13T01:20:00	5.1	984.2	83.2
2020-04-13T01:30:00	5.1	984.1	83.1
2020-04-13T01:40:00	5.1	983.8	82.3
2020-04-13T01:50:00	5.0	983.8	82.9
2020-04-13T02:00:00	5.0	983.7	82.9
2020-04-13T02:10:00	5.0	983.4	82.3
2020-04-13T02:20:00	5.0	983.3	81.7
2020-04-13T02:30:00	5.0	983.1	81.3
2020-04-13T02:40:00	5.1	983.3	80.3
2020-04-13T02:50:00	5.2	983.0	79.8
2020-04-13T03:00:00	5.1	983.0	80.2
2020-04-13T03:10:00	5.2	982.9	80.1
2020-04-13T03:20:00	5.1	982.9	80.9
2020-04-13T03:30:00	5.1	982.6	81.1
2020-04-13T03:40:00	5.1	982.7	81.0
2020-04-13T03:50:00	5.2	982.5	80.9
2020-04-13T04:00:00	5.3	982.3	81.0
2020-04-13T04:10:00	5.3	982.5	81.3
2020-04-13T04:20:00	5.5	982.3	80.2
2020-04-13T04:30:00	5.6	982.4	79.7
2020-04-13T04:40:00	5.7	982.3	79.8
2020-04-13T04:50:00	5.8	982.2	79.4
2020-04-13T05:00:00	5.8	982.2	79.1
2020-04-13T05:10:00	5.7	982.2	78.7
2020-04-13T05:20:00	5.8	982.3	78.0
2020-04-13T05:30:00	5.9	982.2	77.9
2020-04-13T05:40:00	5.9	982.2	78.3
2020-04-13T05:50:00	5.9	981.9	78.2
2020-04-13T06:00:00	5.9	981.9	79.7
2020-04-13T06:10:00	6.1	981.8	79.1
2020-04-13T06:20:00	6.1	981.9	79.7
2020-04-13T06:30:00	6.2	981.8	79.0
2020-04-13T06:40:00	6.2	981.8	78.8
2020-04-13T06:50:00	6.3	981.8	78.3
2020-04-13T07:00:00	6.3	981.8	79.2
2020-04-13T07:10:00	6.3	981.7	80.1
2020-04-13T07:20:00	6.3	981.6	78.8
2020-04-13T07:30:00	6.2	981.6	80.3
2020-04-13T07:40:00	6.0	981.4	81.0
2020-04-13T07:50:00	5.9	981.5	81.7
2020-04-13T08:00:00	5.9	981.7	82.3
2020-04-13T08:10:00	5.7	981.7	82.8
2020-04-13T08:20:00	5.5	981.7	84.5
2020-04-13T08:30:00	5.4	981.8	85.1
2020-04-13T08:40:00	5.3	981.7	86.2
2020-04-13T08:50:00	5.1	981.8	85.6
2020-04-13T09:00:00	5.0	981.8	86.6
2020-04-13T09:10:00	4.9	981.9	86.9
2020-04-13T09:20:00	4.7	982.0	85.0
2020-04-13T09:30:00	4.7	982.1	85.7
2020-04-13T09:40:00	4.7	982.1	85.7
2020-04-13T09:50:00	4.7	982.0	85.6
2020-04-13T10:00:00	4.8	982.2	85.9
2020-04-13T10:10:00	4.8	982.3	86.7
2020-04-13T10:20:00	4.6	982.5	86.5
2020-04-13T10:30:00	4.2	982.7	85.6
2020-04-13T10:40:00	3.0	983.1	85.8
2020-04-13T10:50:00	3.0	983.1	87.6
2020-04-13T11:00:00	3.4	983.1	88.0
2020-04-13T11:10:00	3.5	983.3	86.3
2020-04-13T11:20:00	3.9	983.4	86.1
2020-04-13T11:30:00	4.2	983.4	85.4
2020-04-13T11:40:00	4.3	983.4	85.2
2020-04-13T11:50:00	4.8	983.4	83.1
2020-04-13T12:00:00	5.2	983.7	83.4
2020-04-13T12:10:00	5.0	983.8	80.6
2020-04-13T12:20:00	4.8	984.1	82.3
2020-04-13T12:30:00	5.0	984.2	80.9
2020-04-13T12:40:00	5.1	984.1	76.8
2020-04-13T12:50:00	5.2	984.2	78.4
2020-04-13T13:00:00	5.5	984.4	77.2
2020-04-13T13:10:00	5.4	984.4	73.3
2020-04-13T13:20:00	5.4	984.6	72.5
2020-04-13T13:30:00	5.3	984.6	73.1
2020-04-13T13:40:00	5.5	984.7	69.6
2020-04-13T13:50:00	5.6	985.0	71.8
2020-04-13T14:00:00	5.5	984.9	69.8
2020-04-13T14:10:00	6.1	984.7	66.5
2020-04-13T14:20:00	6.2	985.0	64.3
2020-04-13T14:30:00	6.3	984.9	65.3
2020-04-13T14:40:00	6.3	984.9	59.6
2020-04-13T14:50:00	6.5	984.9	59.4
2020-04-13T15:00:00	6.5	985.0	60.2
2020-04-13T15:10:00	6.1	985.0	62.8
2020-04-13T15:20:00	6.0	985.2	61.9
2020-04-13T15:30:00	5.5	985.3	65.3
2020-04-13T15:40:00	5.2	985.3	67.5
2020-04-13T15:50:00	4.9	985.1	69.4
2020-04-13T16:00:00	4.9	985.1	69.3
2020-04-13T16:10:00	5.1	985.4	67.8
2020-04-13T16:20:00	4.9	985.4	64.8
2020-04-13T16:30:00	4.7	985.4	64.3
2020-04-13T16:40:00	4.3	985.7	62.8
2020-04-13T16:50:00	4.0	985.8	63.6
2020-04-13T17:00:00	3.7	985.9	63.7
2020-04-13T17:10:00	3.2	985.9	65.9
2020-04-13T17:20:00	2.9	986.1	68.4
2020-04-13T17:30:00	2.6	986.2	68.9
2020-04-13T17:40:00	2.5	986.2	69.8
